VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
7763, 1657, 1.46483, 9.39633, 40.86699, -0.70866, 0.70866, 0.01575, 1.00, 0.70079, 0.70866, -0.0315, -1.00, 0.1438, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7764, 1661, 0.58557, 10.15644, 40.89896, -0.80315, 0.59843, 0.03937, 1.00, 0.59843, 0.80315, -0.05512, -1.00, 0.15698, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7765, 1659, 1.30216, 9.27323, 40.98856, -0.67717, 0.74016, 0.00787, 1.00, 0.34646, 0.30709, 0.88976, -1.00, 0.1438, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7766, 1662, 0.44326, 10.01103, 41.02516, -0.81102, 0.58268, 0.03937, 1.00, 0.32283, 0.3937, 0.85827, -1.00, 0.15698, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7767, 1657, 1.46483, 9.39633, 40.86699, -0.70866, 0.70866, 0.01575, 1.00, 0.70079, 0.70866, -0.0315, -1.00, 0.1438, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7768, 1663, 1.1986, 9.21305, 38.88945, -0.71654, 0.70079, 0.01575, 1.00, 0.66929, 0.69291, -0.26772, -1.00, 0.1438, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7769, 1660, 1.83205, 8.40871, 38.9306, -0.37008, 0.92126, -0.10236, 1.00, 0.91339, 0.33858, -0.22835, -1.00, 0.13269, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7770, 1663, 1.1986, 9.21305, 38.88945, -0.71654, 0.70079, 0.01575, 1.00, 0.66929, 0.69291, -0.26772, -1.00, 0.1438, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7771, 1657, 1.46483, 9.39633, 40.86699, -0.70866, 0.70866, 0.01575, 1.00, 0.70079, 0.70866, -0.0315, -1.00, 0.1438, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7772, 1661, 0.58557, 10.15644, 40.89896, -0.80315, 0.59843, 0.03937, 1.00, 0.59843, 0.80315, -0.05512, -1.00, 0.15698, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7773, 1660, 1.83205, 8.40871, 38.9306, -0.37008, 0.92126, -0.10236, 1.00, 0.91339, 0.33858, -0.22835, -1.00, 0.13269, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7774, 1663, 1.1986, 9.21305, 38.88945, -0.71654, 0.70079, 0.01575, 1.00, 0.66929, 0.69291, -0.26772, -1.00, 0.1438, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7775, 1664, 1.56041, 8.36355, 38.87865, -0.79528, 0.32283, 0.50394, 1.00, -0.04724, 0.80315, -0.59055, -1.00, 0.13269, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7776, 1665, 1.01863, 9.11298, 38.87561, -0.68504, 0.72441, 0.00, 1.00, 0.08661, 0.07874, -0.99213, -1.00, 0.1438, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7777, 1664, 1.56041, 8.36355, 38.87865, -0.79528, 0.32283, 0.50394, 1.00, -0.04724, 0.80315, -0.59055, -1.00, 0.13269, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7778, 1663, 1.1986, 9.21305, 38.88945, -0.71654, 0.70079, 0.01575, 1.00, 0.66929, 0.69291, -0.26772, -1.00, 0.1438, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7779, 1666, 0.2534, 10.02676, 38.91345, -0.81102, 0.59055, 0.01575, 1.00, 0.56693, 0.7874, -0.22835, -1.00, 0.15698, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7780, 1665, 1.01863, 9.11298, 38.87561, -0.68504, 0.72441, 0.00, 1.00, 0.08661, 0.07874, -0.99213, -1.00, 0.1438, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7781, 1663, 1.1986, 9.21305, 38.88945, -0.71654, 0.70079, 0.01575, 1.00, 0.66929, 0.69291, -0.26772, -1.00, 0.1438, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7782, 1661, 0.58557, 10.15644, 40.89896, -0.80315, 0.59843, 0.03937, 1.00, 0.59843, 0.80315, -0.05512, -1.00, 0.15698, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7783, 1666, 0.2534, 10.02676, 38.91345, -0.81102, 0.59055, 0.01575, 1.00, 0.56693, 0.7874, -0.22835, -1.00, 0.15698, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7784, 1663, 1.1986, 9.21305, 38.88945, -0.71654, 0.70079, 0.01575, 1.00, 0.66929, 0.69291, -0.26772, -1.00, 0.1438, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7785, 1665, 1.01863, 9.11298, 38.87561, -0.68504, 0.72441, 0.00, 1.00, 0.08661, 0.07874, -0.99213, -1.00, 0.1438, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7786, 1666, 0.2534, 10.02676, 38.91345, -0.81102, 0.59055, 0.01575, 1.00, 0.56693, 0.7874, -0.22835, -1.00, 0.15698, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7787, 1667, 0.12602, 9.88669, 38.88559, -0.81102, 0.58268, 0.01575, 1.00, 0.06299, 0.11024, -0.99213, -1.00, 0.15698, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7788, 1662, 0.44326, 10.01103, 41.02516, -0.81102, 0.58268, 0.03937, 1.00, 0.32283, 0.3937, 0.85827, -1.00, 0.15698, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7789, 1668, -0.31044, 10.71118, 40.94675, -0.88189, 0.46457, 0.0315, 1.00, 0.46457, 0.88189, -0.03937, -1.00, 0.16772, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7790, 1661, 0.58557, 10.15644, 40.89896, -0.80315, 0.59843, 0.03937, 1.00, 0.59843, 0.80315, -0.05512, -1.00, 0.15698, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7791, 1666, 0.2534, 10.02676, 38.91345, -0.81102, 0.59055, 0.01575, 1.00, 0.56693, 0.7874, -0.22835, -1.00, 0.15698, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7792, 1661, 0.58557, 10.15644, 40.89896, -0.80315, 0.59843, 0.03937, 1.00, 0.59843, 0.80315, -0.05512, -1.00, 0.15698, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7793, 1668, -0.31044, 10.71118, 40.94675, -0.88189, 0.46457, 0.0315, 1.00, 0.46457, 0.88189, -0.03937, -1.00, 0.16772, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7794, 1668, -0.31044, 10.71118, 40.94675, -0.88189, 0.46457, 0.0315, 1.00, 0.46457, 0.88189, -0.03937, -1.00, 0.16772, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7795, 1662, 0.44326, 10.01103, 41.02516, -0.81102, 0.58268, 0.03937, 1.00, 0.32283, 0.3937, 0.85827, -1.00, 0.15698, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7796, 1669, -0.41176, 10.53864, 41.05598, -0.88189, 0.47244, 0.0315, 1.00, 0.24409, 0.3937, 0.88189, -1.00, 0.16772, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7797, 1669, -0.41176, 10.53864, 41.05598, -0.88189, 0.47244, 0.0315, 1.00, 0.24409, 0.3937, 0.88189, -1.00, 0.16772, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7798, 1670, -1.72433, 11.15391, 41.09778, -0.92913, 0.35433, 0.04724, 1.00, 0.1811, 0.35433, 0.91339, -1.00, 0.18188, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7799, 1668, -0.31044, 10.71118, 40.94675, -0.88189, 0.46457, 0.0315, 1.00, 0.46457, 0.88189, -0.03937, -1.00, 0.16772, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7800, 1671, -0.61266, 10.54788, 38.92194, -0.88976, 0.46457, 0.02362, 1.00, 0.44882, 0.86614, -0.2126, -1.00, 0.16772, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7801, 1667, 0.12602, 9.88669, 38.88559, -0.81102, 0.58268, 0.01575, 1.00, 0.06299, 0.11024, -0.99213, -1.00, 0.15698, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7802, 1666, 0.2534, 10.02676, 38.91345, -0.81102, 0.59055, 0.01575, 1.00, 0.56693, 0.7874, -0.22835, -1.00, 0.15698, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7803, 1668, -0.31044, 10.71118, 40.94675, -0.88189, 0.46457, 0.0315, 1.00, 0.46457, 0.88189, -0.03937, -1.00, 0.16772, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7804, 1671, -0.61266, 10.54788, 38.92194, -0.88976, 0.46457, 0.02362, 1.00, 0.44882, 0.86614, -0.2126, -1.00, 0.16772, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7805, 1666, 0.2534, 10.02676, 38.91345, -0.81102, 0.59055, 0.01575, 1.00, 0.56693, 0.7874, -0.22835, -1.00, 0.15698, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7806, 1667, 0.12602, 9.88669, 38.88559, -0.81102, 0.58268, 0.01575, 1.00, 0.06299, 0.11024, -0.99213, -1.00, 0.15698, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7807, 1671, -0.61266, 10.54788, 38.92194, -0.88976, 0.46457, 0.02362, 1.00, 0.44882, 0.86614, -0.2126, -1.00, 0.16772, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7808, 1672, -0.68502, 10.38578, 38.89926, -0.87402, 0.48031, 0.02362, 1.00, 0.03937, 0.11811, -0.99213, -1.00, 0.16772, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7809, 1671, -0.61266, 10.54788, 38.92194, -0.88976, 0.46457, 0.02362, 1.00, 0.44882, 0.86614, -0.2126, -1.00, 0.16772, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7810, 1673, -1.76184, 10.89465, 38.93545, -0.92126, 0.37795, 0.03937, 1.00, 0.01575, 0.13386, -0.99213, -1.00, 0.18188, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7811, 1672, -0.68502, 10.38578, 38.89926, -0.87402, 0.48031, 0.02362, 1.00, 0.03937, 0.11811, -0.99213, -1.00, 0.16772, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7812, 1674, -1.68672, 11.35626, 41.01365, -0.92913, 0.3622, 0.03937, 1.00, 0.3622, 0.92913, -0.0315, -1.00, 0.18188, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7813, 1668, -0.31044, 10.71118, 40.94675, -0.88189, 0.46457, 0.0315, 1.00, 0.46457, 0.88189, -0.03937, -1.00, 0.16772, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7814, 1670, -1.72433, 11.15391, 41.09778, -0.92913, 0.35433, 0.04724, 1.00, 0.1811, 0.35433, 0.91339, -1.00, 0.18188, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7815, 1671, -0.61266, 10.54788, 38.92194, -0.88976, 0.46457, 0.02362, 1.00, 0.44882, 0.86614, -0.2126, -1.00, 0.16772, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7816, 1668, -0.31044, 10.71118, 40.94675, -0.88189, 0.46457, 0.0315, 1.00, 0.46457, 0.88189, -0.03937, -1.00, 0.16772, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7817, 1674, -1.68672, 11.35626, 41.01365, -0.92913, 0.3622, 0.03937, 1.00, 0.3622, 0.92913, -0.0315, -1.00, 0.18188, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7818, 1675, -2.78967, 11.45044, 41.1392, -0.98425, 0.17323, 0.05512, 1.00, 0.10236, 0.28346, 0.95276, -1.00, 0.19348, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7819, 1674, -1.68672, 11.35626, 41.01365, -0.92913, 0.3622, 0.03937, 1.00, 0.3622, 0.92913, -0.0315, -1.00, 0.18188, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7820, 1670, -1.72433, 11.15391, 41.09778, -0.92913, 0.35433, 0.04724, 1.00, 0.1811, 0.35433, 0.91339, -1.00, 0.18188, 0.86914, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7821, 1673, -1.76184, 10.89465, 38.93545, -0.92126, 0.37795, 0.03937, 1.00, 0.01575, 0.13386, -0.99213, -1.00, 0.18188, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7822, 1671, -0.61266, 10.54788, 38.92194, -0.88976, 0.46457, 0.02362, 1.00, 0.44882, 0.86614, -0.2126, -1.00, 0.16772, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7823, 1676, -1.72718, 11.0621, 38.95217, -0.92913, 0.37008, 0.03937, 1.00, 0.35433, 0.91339, -0.20472, -1.00, 0.18188, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7824, 1674, -1.68672, 11.35626, 41.01365, -0.92913, 0.3622, 0.03937, 1.00, 0.3622, 0.92913, -0.0315, -1.00, 0.18188, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7825, 1676, -1.72718, 11.0621, 38.95217, -0.92913, 0.37008, 0.03937, 1.00, 0.35433, 0.91339, -0.20472, -1.00, 0.18188, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7826, 1671, -0.61266, 10.54788, 38.92194, -0.88976, 0.46457, 0.02362, 1.00, 0.44882, 0.86614, -0.2126, -1.00, 0.16772, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7827, 1676, -1.72718, 11.0621, 38.95217, -0.92913, 0.37008, 0.03937, 1.00, 0.35433, 0.91339, -0.20472, -1.00, 0.18188, 0.89404, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7828, 1677, -2.83632, 11.26954, 38.98031, -0.97638, 0.20472, 0.06299, 1.00, -0.01575, 0.20472, -0.97638, -1.00, 0.19348, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7829, 1673, -1.76184, 10.89465, 38.93545, -0.92126, 0.37795, 0.03937, 1.00, 0.01575, 0.13386, -0.99213, -1.00, 0.18188, 0.89648, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7830, 1674, -1.68672, 11.35626, 41.01365, -0.92913, 0.3622, 0.03937, 1.00, 0.3622, 0.92913, -0.0315, -1.00, 0.18188, 0.87207, 1.00, 1.00, 1.00, 1.00, 5, 0, 0, 0, 5, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
