VTX,	IDX,	Position.x,	Position.y,	Position.z
4795.0,	998.0,	-17.394323348999023,	17.158851623535156,	3.7579610347747803
4796.0,	999.0,	-17.437681198120117,	19.18279266357422,	3.75219988822937
4797.0,	998.0,	-17.394323348999023,	17.158851623535156,	3.7579610347747803
4798.0,	1000.0,	-17.532878875732422,	19.12982940673828,	-0.36884307861328125
4799.0,	1001.0,	-17.496501922607422,	17.2662353515625,	-0.4200696349143982
4800.0,	1002.0,	-5.51603364944458,	-46.518123626708984,	16.704898834228516
4801.0,	1003.0,	-5.867292881011963,	-47.90836715698242,	18.049907684326172
4802.0,	1004.0,	-4.647909641265869,	-47.51983642578125,	17.161378860473633
4803.0,	1005.0,	-6.959330081939697,	-46.517948150634766,	17.22673225402832
4804.0,	1003.0,	-5.867292881011963,	-47.90836715698242,	18.049907684326172
4805.0,	1002.0,	-5.51603364944458,	-46.518123626708984,	16.704898834228516
4806.0,	1006.0,	-6.3476080894470215,	-48.09503936767578,	18.509347915649414
4807.0,	1003.0,	-5.867292881011963,	-47.90836715698242,	18.049907684326172
4808.0,	1005.0,	-6.959330081939697,	-46.517948150634766,	17.22673225402832
4809.0,	1005.0,	-6.959330081939697,	-46.517948150634766,	17.22673225402832
4810.0,	1002.0,	-5.51603364944458,	-46.518123626708984,	16.704898834228516
4811.0,	1007.0,	-6.317241191864014,	-45.604278564453125,	15.85537338256836
4812.0,	1005.0,	-6.959330081939697,	-46.517948150634766,	17.22673225402832
4813.0,	1008.0,	-7.874724864959717,	-47.860538482666016,	19.056018829345703
4814.0,	1006.0,	-6.3476080894470215,	-48.09503936767578,	18.509347915649414
4815.0,	1005.0,	-6.959330081939697,	-46.517948150634766,	17.22673225402832
4816.0,	1007.0,	-6.317241191864014,	-45.604278564453125,	15.85537338256836
4817.0,	1009.0,	-8.208099365234375,	-45.55845260620117,	16.311656951904297
4818.0,	1010.0,	-9.715354919433594,	-47.20399856567383,	20.134586334228516
4819.0,	1011.0,	-7.795539379119873,	-47.86906814575195,	19.4722843170166
4820.0,	1008.0,	-7.874724864959717,	-47.860538482666016,	19.056018829345703
4821.0,	1012.0,	-8.99873161315918,	-46.21711730957031,	17.76503562927246
4822.0,	1008.0,	-7.874724864959717,	-47.860538482666016,	19.056018829345703
4823.0,	1005.0,	-6.959330081939697,	-46.517948150634766,	17.22673225402832
4824.0,	1009.0,	-8.208099365234375,	-45.55845260620117,	16.311656951904297
4825.0,	1012.0,	-8.99873161315918,	-46.21711730957031,	17.76503562927246
4826.0,	1005.0,	-6.959330081939697,	-46.517948150634766,	17.22673225402832
4827.0,	1013.0,	-9.784748077392578,	-47.21537780761719,	19.68051528930664
4828.0,	1010.0,	-9.715354919433594,	-47.20399856567383,	20.134586334228516
4829.0,	1008.0,	-7.874724864959717,	-47.860538482666016,	19.056018829345703
